EVI,Albedo,PVR,NDII
0.3662693755646861,0.12918012720588198,-0.00755193570204951,0.52723009996528
0.5094899927631421,0.15032185786802,0.269293084672026,0.526533342805725
0.27867542469852197,0.113146359111111,-0.0328182970902109,0.507261133320434
0.525851584089548,0.160528357142857,0.24519486398357102,0.540929680937301
0.4977995503278879,0.165953898076923,0.153321841109188,0.5012560464467539
0.428680983994715,0.165078991666667,0.0584408896504765,0.5582057222868679
0.261537341218732,0.0905632901234568,0.0047754187584153705,0.505645578091401
0.19409352621185103,0.151738100534759,-0.14556340972103798,0.508933627298253
0.21361555567045498,0.11428593427419399,-0.10781259638627899,0.47155847425183706
0.21730110810322303,0.149231530102041,-0.132722021528267,0.48511938049679293
0.517400617852009,0.161465233333333,0.18207849197707102,0.524349926941753
0.193027997304805,0.12302915403225802,-0.132860699645713,0.5005160962676111
0.19943747243366897,0.1422511,-0.14790394190275302,0.48624911296070794
0.440244793175041,0.140763859863946,0.133239001255132,0.54485016123176
0.18882767693797,0.136037359567901,-0.140852014366383,0.47961410243410296
0.514277604620483,0.16426082083333302,0.16825585922643502,0.57980557057808
0.403640431967822,0.161481823809524,-0.0430543165182159,0.527864315791284
0.49258183315464704,0.144902357608696,0.252571143213699,0.5185234025000629
0.700107992771975,0.22604423741007199,0.34626239433768297,0.51739293987466
0.656958996798693,0.212133337894737,0.30182408683722695,0.5218711731440061
0.24717456537956498,0.1102978,-0.0723488173294228,0.506870809356376
0.24909948947639202,0.128354545945946,-0.0769995324709611,0.47567504794963206
0.300657847660839,0.13960577647058803,-0.0607540838501713,0.48400345026232794
0.21276503688351,0.138908921472393,-0.11428858599922902,0.48330951211454
0.475342618208542,0.14143404952381,0.10539935092469599,0.5184561923720329
0.347950036637669,0.134452014361702,0.00200350655790198,0.5654672534136049
0.576539681145433,0.17779805246913602,0.248232614455926,0.532075511715011
0.420467774761957,0.166734755,0.0131122771982492,0.5135903416418871
0.40763865787869796,0.128262175862069,0.10204532051477302,0.535170488645445
0.24785388740145198,0.0990509013422819,-0.0343080640723524,0.4880240053292129
0.5872635752620899,0.18878356,0.18443526239844002,0.592144259709239
0.38382859702752503,0.15771128390804598,-0.021705940542257,0.4679506770489699
0.31301369729706396,0.14433301194029902,-0.0573044056310652,0.49150162799555897
0.317835808620456,0.125645623404255,0.000325877799403491,0.553174661372031
0.49830952614973406,0.14663685,0.22110001891782102,0.512702820203522
0.32041501927863597,0.11925090401337801,-0.0135476221301098,0.499516892882087
0.206616000368883,0.147759606382979,-0.136241121387124,0.50544678719463
0.186552978917033,0.12788243290043302,-0.128038580449101,0.49676904767552504
0.183818967675827,0.119322958235294,-0.137577064635334,0.529253724331542
0.191907396014112,0.12912743265306098,-0.12923417255570402,0.494407232464194
0.188915701161886,0.10433986564885499,-0.129114842344735,0.484318864083611
0.23864967992955397,0.143599625,-0.14429260988791598,0.44973081616480604
0.18787526550379802,0.116941243333333,-0.13778894270675,0.484926899117125
0.48231862040730394,0.1760229859375,0.0249345533593899,0.49755285843650104
0.5052518213354079,0.16560895145631102,0.177316760507994,0.502591325076423
0.189333722930393,0.116506720779221,-0.10826345341565599,0.48561160585174895
0.26065247668291897,0.1635141,-0.177668408101924,0.461721652528942
0.706265984399298,0.24093187706422,0.34389457482042,0.546235373958548
0.5364653408691911,0.15727725512820498,0.227813203051945,0.532317073151525
0.367753812096641,0.115453539166667,0.0771560260786638,0.5296758574701129
0.560328747815546,0.179043539166667,0.21220304555564298,0.4955654887845779
0.29690198635153003,0.16978468,-0.13103219491770401,0.44582943115405
0.198356781022851,0.12008476684210499,-0.137675507443551,0.49409469914838394
0.20510585917990398,0.16975510000000002,-0.146009102126433,0.49173755923318496
0.510716732152511,0.158336254285714,0.17465067810397503,0.5242443227328689
0.581435087625597,0.170522802285714,0.28856066861248,0.5448084935046921
0.45248636706166295,0.13792140348837198,0.193647006753982,0.553880093034788
0.579528219325782,0.199078884931507,0.28619710557553,0.5563785769563311
0.504818859297954,0.150009463333333,0.115661240547801,0.527824596704409
0.48294867038316897,0.14298592019230802,0.21921774872516603,0.517685689661307
0.271124789999692,0.14581978392857098,-0.0806774580026916,0.5007146832027961
0.33898300435715006,0.11940844434782598,0.00745292052378385,0.556448267516148
0.376343989583243,0.11639418125,0.102278572694762,0.541635279980742
0.669349545407454,0.21192194786324803,0.31927079192144,0.5043447616600011
0.6663251223126501,0.21390652556391002,0.354016680350063,0.512042735331428
0.47651873711549103,0.14599949999999998,0.168592847916115,0.5036190767219191
0.587076012565064,0.18151473597561,0.260427211283636,0.5221961968962939
0.6627159721521789,0.20774295,0.37075376152327294,0.5186980079833321
0.311771230352963,0.102171330434783,0.0745885866727122,0.489078920558853
0.34264145862719203,0.1261048096,0.0624674190853074,0.503589420206959
0.19906594385256499,0.113719589230769,-0.12517711056666697,0.49861175387391204
0.39843479575624197,0.12424125212766,0.102507262767336,0.548507843770224
0.579192850735187,0.19084160833333302,0.215374970364656,0.537076694178138
0.500729678904227,0.14624022315270901,0.27996936054625604,0.53702123842458
0.701838103314835,0.235389902108434,0.34920732700880697,0.514430170117
0.282405564174739,0.14454848928571398,-0.14075704375595802,0.509204337147601
0.38609964551944004,0.122525950617284,0.0826571264254915,0.49706966771565103
0.676685589610593,0.218319521428571,0.255757822938262,0.517114319124018
0.529920813441471,0.163649574025974,0.17875578567923497,0.5278473299394579
0.223021235861767,0.139526826136364,-0.11152204214156501,0.4984951966666029
0.386208640895911,0.1333625,0.0691806456422141,0.514242633571354
0.436422858257624,0.13754995243902401,0.139169886675393,0.5105349722871211
0.502714152389474,0.167195988888889,0.10178764179067301,0.5163850749475529
0.339130918290492,0.12476417791164698,-0.0683017917411533,0.5008489792657029
0.45820569318654103,0.13412072340425502,0.0879942100259839,0.5270995762245779
0.254677092582417,0.149203415,-0.10708239163166301,0.482240863855988
0.409987193151105,0.137731405882353,0.106441780530388,0.528972745910337
0.32342285778297103,0.16058521315789498,-0.12127575001686301,0.49206227866185903
0.466230209032654,0.161541704166667,0.162277136536242,0.49765507852721796
0.430523487765622,0.133464744495413,0.0761761142924565,0.553858508990295
0.638378658722165,0.20991791681818203,0.300494638421214,0.532026182451168
